cbsa	metro_name	yr	qtr	index_nsa	index_sa
14260	"Boise City, ID"	1995	1	137.73	137.97
14260	"Boise City, ID"	1995	2	141.09	139.78
14260	"Boise City, ID"	1995	3	141.01	139.02
14260	"Boise City, ID"	1995	4	140.93	140.19
14260	"Boise City, ID"	1996	1	139.79	139.92
14260	"Boise City, ID"	1996	2	141.74	140.38
14260	"Boise City, ID"	1996	3	143.3	141.36
14260	"Boise City, ID"	1996	4	142.3	141.67
14260	"Boise City, ID"	1997	1	141.27	141.19
14260	"Boise City, ID"	1997	2	141.25	139.89
14260	"Boise City, ID"	1997	3	145.58	143.71
14260	"Boise City, ID"	1997	4	145.52	145.01
14260	"Boise City, ID"	1998	1	146.73	146.4
14260	"Boise City, ID"	1998	2	148.5	147.08
14260	"Boise City, ID"	1998	3	149.86	148.01
14260	"Boise City, ID"	1998	4	148.96	148.55
14260	"Boise City, ID"	1999	1	151.94	151.48
14260	"Boise City, ID"	1999	2	154.69	153.17
14260	"Boise City, ID"	1999	3	154.98	153.04
14260	"Boise City, ID"	1999	4	156.44	156.17
14260	"Boise City, ID"	2000	1	159.42	158.9
14260	"Boise City, ID"	2000	2	158.92	157.26
14260	"Boise City, ID"	2000	3	160.66	158.61
14260	"Boise City, ID"	2000	4	163.64	163.47
14260	"Boise City, ID"	2001	1	163.51	163.09
14260	"Boise City, ID"	2001	2	168.1	166.24
14260	"Boise City, ID"	2001	3	171.39	169.02
14260	"Boise City, ID"	2001	4	169.69	169.66
14260	"Boise City, ID"	2002	1	172.49	172.15
14260	"Boise City, ID"	2002	2	178.24	176.28
14260	"Boise City, ID"	2002	3	180.42	177.66
14260	"Boise City, ID"	2002	4	179.95	180.04
14260	"Boise City, ID"	2003	1	182.14	181.95
14260	"Boise City, ID"	2003	2	181.35	179.27
14260	"Boise City, ID"	2003	3	189.2	186.17
14260	"Boise City, ID"	2003	4	185.97	186.19
14260	"Boise City, ID"	2004	1	188.31	188.16
14260	"Boise City, ID"	2004	2	195.39	193
14260	"Boise City, ID"	2004	3	200.43	197.3
14260	"Boise City, ID"	2004	4	199.28	199.58
14260	"Boise City, ID"	2005	1	208.81	208.62
14260	"Boise City, ID"	2005	2	220.09	217.09
14260	"Boise City, ID"	2005	3	239.51	236.15
14260	"Boise City, ID"	2005	4	254.78	255.22
14260	"Boise City, ID"	2006	1	268.77	268.25
14260	"Boise City, ID"	2006	2	289.51	285.38
14260	"Boise City, ID"	2006	3	295.33	291.65
14260	"Boise City, ID"	2006	4	297.43	297.87
14260	"Boise City, ID"	2007	1	299.85	299.23
14260	"Boise City, ID"	2007	2	303.41	298.81
14260	"Boise City, ID"	2007	3	296.24	292.89
14260	"Boise City, ID"	2007	4	284.56	284.78
14260	"Boise City, ID"	2008	1	280.47	280.06
14260	"Boise City, ID"	2008	2	272.71	268.59
14260	"Boise City, ID"	2008	3	257.24	254.11
14260	"Boise City, ID"	2008	4	247.09	247.17
14260	"Boise City, ID"	2009	1	240.74	240.87
14260	"Boise City, ID"	2009	2	229.15	225.67
14260	"Boise City, ID"	2009	3	218.44	215.29
14260	"Boise City, ID"	2009	4	206.07	206.18
14260	"Boise City, ID"	2010	1	196.52	197.04
14260	"Boise City, ID"	2010	2	192.42	189.68
14260	"Boise City, ID"	2010	3	186.25	182.86
14260	"Boise City, ID"	2010	4	175.75	176.02
14260	"Boise City, ID"	2011	1	163.9	164.69
14260	"Boise City, ID"	2011	2	170.54	168.21
14260	"Boise City, ID"	2011	3	175.56	171.74
14260	"Boise City, ID"	2011	4	176.17	176.62
14260	"Boise City, ID"	2012	1	180.88	182.08
14260	"Boise City, ID"	2012	2	201.94	199.28
14260	"Boise City, ID"	2012	3	208.79	203.7
14260	"Boise City, ID"	2012	4	210.73	211.39
14260	"Boise City, ID"	2013	1	219.7	221.45
14260	"Boise City, ID"	2013	2	230.17	227.15
14260	"Boise City, ID"	2013	3	238.97	232.95
14260	"Boise City, ID"	2013	4	233.82	234.43
14260	"Boise City, ID"	2014	1	238.97	241.1
14260	"Boise City, ID"	2014	2	245.27	242.09
14260	"Boise City, ID"	2014	3	253.07	246.73
14260	"Boise City, ID"	2014	4	249.21	249.54
14260	"Boise City, ID"	2015	1	252.11	254.57
14260	"Boise City, ID"	2015	2	265.96	262.55
14260	"Boise City, ID"	2015	3	277.26	270.44
14260	"Boise City, ID"	2015	4	281.51	281.44
14260	"Boise City, ID"	2016	1	278.81	281.81
14454	"Boston, MA  (MSAD)"	1991	1	100	100
14454	"Boston, MA  (MSAD)"	1991	2	99.22	98.09
14454	"Boston, MA  (MSAD)"	1991	3	97.74	96.47
14454	"Boston, MA  (MSAD)"	1991	4	98.22	97.37
14454	"Boston, MA  (MSAD)"	1992	1	99.39	99.39
14454	"Boston, MA  (MSAD)"	1992	2	96.79	95.71
14454	"Boston, MA  (MSAD)"	1992	3	97.88	96.54
14454	"Boston, MA  (MSAD)"	1992	4	97.03	96.24
14454	"Boston, MA  (MSAD)"	1993	1	94.73	94.73
14454	"Boston, MA  (MSAD)"	1993	2	97.15	96.11
14454	"Boston, MA  (MSAD)"	1993	3	98.29	96.81
14454	"Boston, MA  (MSAD)"	1993	4	97.18	96.48
14454	"Boston, MA  (MSAD)"	1994	1	97.71	97.76
14454	"Boston, MA  (MSAD)"	1994	2	98.7	97.63
14454	"Boston, MA  (MSAD)"	1994	3	99.5	97.85
14454	"Boston, MA  (MSAD)"	1994	4	99.95	99.36
14454	"Boston, MA  (MSAD)"	1995	1	98.98	99.06
14454	"Boston, MA  (MSAD)"	1995	2	100.74	99.6
14454	"Boston, MA  (MSAD)"	1995	3	102.66	100.86
14454	"Boston, MA  (MSAD)"	1995	4	101.39	100.9
14454	"Boston, MA  (MSAD)"	1996	1	103.42	103.57
14454	"Boston, MA  (MSAD)"	1996	2	105.32	104.05
14454	"Boston, MA  (MSAD)"	1996	3	107.64	105.66
14454	"Boston, MA  (MSAD)"	1996	4	106.64	106.29
14454	"Boston, MA  (MSAD)"	1997	1	106.94	107.09
14454	"Boston, MA  (MSAD)"	1997	2	110.57	109.17
14454	"Boston, MA  (MSAD)"	1997	3	112.4	110.26
14454	"Boston, MA  (MSAD)"	1997	4	114.33	114.05
14454	"Boston, MA  (MSAD)"	1998	1	114.75	114.97
14454	"Boston, MA  (MSAD)"	1998	2	121.3	119.69
14454	"Boston, MA  (MSAD)"	1998	3	125.1	122.63
14454	"Boston, MA  (MSAD)"	1998	4	126.44	126.24
14454	"Boston, MA  (MSAD)"	1999	1	130.92	131.19
14454	"Boston, MA  (MSAD)"	1999	2	136.75	134.94
14454	"Boston, MA  (MSAD)"	1999	3	142.4	139.52
14454	"Boston, MA  (MSAD)"	1999	4	142.13	141.87
14454	"Boston, MA  (MSAD)"	2000	1	148.18	148.55
14454	"Boston, MA  (MSAD)"	2000	2	156.17	154.17
14454	"Boston, MA  (MSAD)"	2000	3	163.17	159.82
14454	"Boston, MA  (MSAD)"	2000	4	167.07	166.67
14454	"Boston, MA  (MSAD)"	2001	1	171.78	172.24
14454	"Boston, MA  (MSAD)"	2001	2	180.28	178.13
14454	"Boston, MA  (MSAD)"	2001	3	187.79	183.93
14454	"Boston, MA  (MSAD)"	2001	4	188.82	188.14
14454	"Boston, MA  (MSAD)"	2002	1	194.62	195.23
14454	"Boston, MA  (MSAD)"	2002	2	204.86	202.49
14454	"Boston, MA  (MSAD)"	2002	3	216.44	212.08
14454	"Boston, MA  (MSAD)"	2002	4	221.55	220.55
14454	"Boston, MA  (MSAD)"	2003	1	223.68	224.37
14454	"Boston, MA  (MSAD)"	2003	2	234.44	231.78
14454	"Boston, MA  (MSAD)"	2003	3	239.45	234.74
14454	"Boston, MA  (MSAD)"	2003	4	245.05	243.87
14454	"Boston, MA  (MSAD)"	2004	1	247.52	248.28
14454	"Boston, MA  (MSAD)"	2004	2	255.5	252.42
14454	"Boston, MA  (MSAD)"	2004	3	264.75	259.73
14454	"Boston, MA  (MSAD)"	2004	4	265.8	264.69
14454	"Boston, MA  (MSAD)"	2005	1	268.86	269.54
14454	"Boston, MA  (MSAD)"	2005	2	274.33	270.71
14454	"Boston, MA  (MSAD)"	2005	3	275.48	270.52
14454	"Boston, MA  (MSAD)"	2005	4	268.68	267.74
14454	"Boston, MA  (MSAD)"	2006	1	270.89	271.53
14454	"Boston, MA  (MSAD)"	2006	2	267.87	263.91
14454	"Boston, MA  (MSAD)"	2006	3	266.68	262.12
14454	"Boston, MA  (MSAD)"	2006	4	259.27	258.61
14454	"Boston, MA  (MSAD)"	2007	1	254.43	254.89
14454	"Boston, MA  (MSAD)"	2007	2	258.3	254.26
14454	"Boston, MA  (MSAD)"	2007	3	253.28	249.08
14454	"Boston, MA  (MSAD)"	2007	4	247.6	247.09
14454	"Boston, MA  (MSAD)"	2008	1	243.9	244.34
14454	"Boston, MA  (MSAD)"	2008	2	245.13	241.15
14454	"Boston, MA  (MSAD)"	2008	3	238.16	234.19
14454	"Boston, MA  (MSAD)"	2008	4	231.63	231.26
14454	"Boston, MA  (MSAD)"	2009	1	227.71	228.19
14454	"Boston, MA  (MSAD)"	2009	2	233.29	229.42
14454	"Boston, MA  (MSAD)"	2009	3	236.1	232
14454	"Boston, MA  (MSAD)"	2009	4	234.61	234.34
14454	"Boston, MA  (MSAD)"	2010	1	235.52	236.25
14454	"Boston, MA  (MSAD)"	2010	2	235.32	231.27
14454	"Boston, MA  (MSAD)"	2010	3	234.57	230.24
14454	"Boston, MA  (MSAD)"	2010	4	229.16	229.08
14454	"Boston, MA  (MSAD)"	2011	1	227.89	228.87
14454	"Boston, MA  (MSAD)"	2011	2	230.15	225.96
14454	"Boston, MA  (MSAD)"	2011	3	232.56	228.07
14454	"Boston, MA  (MSAD)"	2011	4	224.31	224.39
14454	"Boston, MA  (MSAD)"	2012	1	223.08	224.33
14454	"Boston, MA  (MSAD)"	2012	2	233.44	228.91
14454	"Boston, MA  (MSAD)"	2012	3	234.49	229.83
14454	"Boston, MA  (MSAD)"	2012	4	231.75	231.99
14454	"Boston, MA  (MSAD)"	2013	1	233	234.54
14454	"Boston, MA  (MSAD)"	2013	2	244.51	239.46
14454	"Boston, MA  (MSAD)"	2013	3	247.74	242.83
14454	"Boston, MA  (MSAD)"	2013	4	250.99	251.35
14454	"Boston, MA  (MSAD)"	2014	1	243.84	245.52
14454	"Boston, MA  (MSAD)"	2014	2	260.74	255.2
14454	"Boston, MA  (MSAD)"	2014	3	262.38	257.22
14454	"Boston, MA  (MSAD)"	2014	4	259.93	260.41
14454	"Boston, MA  (MSAD)"	2015	1	261.05	262.72
14454	"Boston, MA  (MSAD)"	2015	2	270.68	264.97
14454	"Boston, MA  (MSAD)"	2015	3	274.21	268.85
14454	"Boston, MA  (MSAD)"	2015	4	272.79	273.36
14454	"Boston, MA  (MSAD)"	2016	1	278.99	280.57
14860	"Bridgeport-Stamford-Norwalk, CT"	1991	1	100	100
14860	"Bridgeport-Stamford-Norwalk, CT"	1991	2	99.7	99.65
14860	"Bridgeport-Stamford-Norwalk, CT"	1991	3	99.92	99.95
14860	"Bridgeport-Stamford-Norwalk, CT"	1991	4	98.87	99.2
14860	"Bridgeport-Stamford-Norwalk, CT"	1992	1	100.27	100.32
14860	"Bridgeport-Stamford-Norwalk, CT"	1992	2	99.43	99.38
14860	"Bridgeport-Stamford-Norwalk, CT"	1992	3	98.88	98.85
14860	"Bridgeport-Stamford-Norwalk, CT"	1992	4	99.92	100.27
14860	"Bridgeport-Stamford-Norwalk, CT"	1993	1	97.22	97.33
14860	"Bridgeport-Stamford-Norwalk, CT"	1993	2	99.07	99.03
14860	"Bridgeport-Stamford-Norwalk, CT"	1993	3	98.29	98.14
14860	"Bridgeport-Stamford-Norwalk, CT"	1993	4	98.64	99
14860	"Bridgeport-Stamford-Norwalk, CT"	1994	1	98.37	98.61
14860	"Bridgeport-Stamford-Norwalk, CT"	1994	2	99.33	99.25
14860	"Bridgeport-Stamford-Norwalk, CT"	1994	3	100.25	99.98
14860	"Bridgeport-Stamford-Norwalk, CT"	1994	4	99.6	100.02
14860	"Bridgeport-Stamford-Norwalk, CT"	1995	1	99.65	100.03
14860	"Bridgeport-Stamford-Norwalk, CT"	1995	2	99.96	99.83
14860	"Bridgeport-Stamford-Norwalk, CT"	1995	3	100.5	100.04
14860	"Bridgeport-Stamford-Norwalk, CT"	1995	4	99.77	100.32
14860	"Bridgeport-Stamford-Norwalk, CT"	1996	1	100.1	100.62
14860	"Bridgeport-Stamford-Norwalk, CT"	1996	2	100.07	99.85
14860	"Bridgeport-Stamford-Norwalk, CT"	1996	3	101.49	100.87
14860	"Bridgeport-Stamford-Norwalk, CT"	1996	4	99.9	100.59
14860	"Bridgeport-Stamford-Norwalk, CT"	1997	1	101.27	101.89
14860	"Bridgeport-Stamford-Norwalk, CT"	1997	2	104.3	103.98
14860	"Bridgeport-Stamford-Norwalk, CT"	1997	3	104.37	103.59
14860	"Bridgeport-Stamford-Norwalk, CT"	1997	4	104.25	105.1
14860	"Bridgeport-Stamford-Norwalk, CT"	1998	1	105.73	106.47
14860	"Bridgeport-Stamford-Norwalk, CT"	1998	2	109.53	109.07
14860	"Bridgeport-Stamford-Norwalk, CT"	1998	3	112.84	111.98
14860	"Bridgeport-Stamford-Norwalk, CT"	1998	4	113.3	114.18
14860	"Bridgeport-Stamford-Norwalk, CT"	1999	1	116.41	117.39
14860	"Bridgeport-Stamford-Norwalk, CT"	1999	2	121.18	120.58
14860	"Bridgeport-Stamford-Norwalk, CT"	1999	3	124.82	123.9
14860	"Bridgeport-Stamford-Norwalk, CT"	1999	4	123.97	124.76
14860	"Bridgeport-Stamford-Norwalk, CT"	2000	1	130.2	131.52
14860	"Bridgeport-Stamford-Norwalk, CT"	2000	2	135.38	134.65
14860	"Bridgeport-Stamford-Norwalk, CT"	2000	3	138.47	137.52
14860	"Bridgeport-Stamford-Norwalk, CT"	2000	4	140.09	140.69
14860	"Bridgeport-Stamford-Norwalk, CT"	2001	1	143.41	145.18
14860	"Bridgeport-Stamford-Norwalk, CT"	2001	2	149.47	148.61
14860	"Bridgeport-Stamford-Norwalk, CT"	2001	3	153.77	152.75
14860	"Bridgeport-Stamford-Norwalk, CT"	2001	4	157.5	157.9
14860	"Bridgeport-Stamford-Norwalk, CT"	2002	1	157.63	159.89
14860	"Bridgeport-Stamford-Norwalk, CT"	2002	2	168.05	166.93
14860	"Bridgeport-Stamford-Norwalk, CT"	2002	3	173.9	172.82
14860	"Bridgeport-Stamford-Norwalk, CT"	2002	4	179.01	179.26
14860	"Bridgeport-Stamford-Norwalk, CT"	2003	1	178.77	181.74
14860	"Bridgeport-Stamford-Norwalk, CT"	2003	2	186.04	184.43
14860	"Bridgeport-Stamford-Norwalk, CT"	2003	3	190.82	189.71
14860	"Bridgeport-Stamford-Norwalk, CT"	2003	4	195.6	195.97
14860	"Bridgeport-Stamford-Norwalk, CT"	2004	1	198.27	201.74
14860	"Bridgeport-Stamford-Norwalk, CT"	2004	2	211.72	209.48
14860	"Bridgeport-Stamford-Norwalk, CT"	2004	3	218.09	216.88
14860	"Bridgeport-Stamford-Norwalk, CT"	2004	4	221.27	222.05
14860	"Bridgeport-Stamford-Norwalk, CT"	2005	1	225.16	228.98
14860	"Bridgeport-Stamford-Norwalk, CT"	2005	2	237.92	235.09
14860	"Bridgeport-Stamford-Norwalk, CT"	2005	3	239.9	238.62
14860	"Bridgeport-Stamford-Norwalk, CT"	2005	4	241.25	242.52
14860	"Bridgeport-Stamford-Norwalk, CT"	2006	1	237.26	240.98
14860	"Bridgeport-Stamford-Norwalk, CT"	2006	2	245.58	242.62
14860	"Bridgeport-Stamford-Norwalk, CT"	2006	3	238.58	237.45
14860	"Bridgeport-Stamford-Norwalk, CT"	2006	4	232.94	234.15
14860	"Bridgeport-Stamford-Norwalk, CT"	2007	1	234.55	238.04
14860	"Bridgeport-Stamford-Norwalk, CT"	2007	2	240.21	237.54
14860	"Bridgeport-Stamford-Norwalk, CT"	2007	3	236.96	235.84
14860	"Bridgeport-Stamford-Norwalk, CT"	2007	4	230.49	231.53
14860	"Bridgeport-Stamford-Norwalk, CT"	2008	1	231.34	234.7
14860	"Bridgeport-Stamford-Norwalk, CT"	2008	2	226.95	224.7
14860	"Bridgeport-Stamford-Norwalk, CT"	2008	3	220.89	219.79
14860	"Bridgeport-Stamford-Norwalk, CT"	2008	4	213.23	214.05
14860	"Bridgeport-Stamford-Norwalk, CT"	2009	1	200.95	203.87
14860	"Bridgeport-Stamford-Norwalk, CT"	2009	2	203.72	201.9
14860	"Bridgeport-Stamford-Norwalk, CT"	2009	3	203.84	202.68
14860	"Bridgeport-Stamford-Norwalk, CT"	2009	4	206.51	207.18
14860	"Bridgeport-Stamford-Norwalk, CT"	2010	1	199.66	202.89
14860	"Bridgeport-Stamford-Norwalk, CT"	2010	2	198.91	196.89
14860	"Bridgeport-Stamford-Norwalk, CT"	2010	3	197.86	196.75
14860	"Bridgeport-Stamford-Norwalk, CT"	2010	4	192.98	193.63
14860	"Bridgeport-Stamford-Norwalk, CT"	2011	1	192.85	196.18
14860	"Bridgeport-Stamford-Norwalk, CT"	2011	2	199.23	196.99
14860	"Bridgeport-Stamford-Norwalk, CT"	2011	3	193.53	192.3
14860	"Bridgeport-Stamford-Norwalk, CT"	2011	4	183.43	184.22
14860	"Bridgeport-Stamford-Norwalk, CT"	2012	1	189.08	192.65
14860	"Bridgeport-Stamford-Norwalk, CT"	2012	2	190.13	187.6
14860	"Bridgeport-Stamford-Norwalk, CT"	2012	3	190.17	188.82
14860	"Bridgeport-Stamford-Norwalk, CT"	2012	4	190.57	191.72
14860	"Bridgeport-Stamford-Norwalk, CT"	2013	1	186.27	189.87
14860	"Bridgeport-Stamford-Norwalk, CT"	2013	2	197.95	195.2
14860	"Bridgeport-Stamford-Norwalk, CT"	2013	3	194.59	192.96
14860	"Bridgeport-Stamford-Norwalk, CT"	2013	4	192.79	194.05
14860	"Bridgeport-Stamford-Norwalk, CT"	2014	1	196.01	200.19
14860	"Bridgeport-Stamford-Norwalk, CT"	2014	2	198.15	195.16
14860	"Bridgeport-Stamford-Norwalk, CT"	2014	3	200.51	198.67
14860	"Bridgeport-Stamford-Norwalk, CT"	2014	4	198.09	199.48
14860	"Bridgeport-Stamford-Norwalk, CT"	2015	1	193.39	197.6
14860	"Bridgeport-Stamford-Norwalk, CT"	2015	2	204.68	201.71
14860	"Bridgeport-Stamford-Norwalk, CT"	2015	3	203.86	201.73
14860	"Bridgeport-Stamford-Norwalk, CT"	2015	4	197.81	199.2
14860	"Bridgeport-Stamford-Norwalk, CT"	2016	1	193.01	197.36
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1991	1	100	100
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1991	2	100.62	99.79
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1991	3	102.27	100.66
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1991	4	101.83	100.72
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1992	1	104.27	104.33
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1992	2	104.4	103.5
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1992	3	106.35	104.67
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1992	4	106.34	105.16
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1993	1	105.77	105.94
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1993	2	107.26	106.26
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1993	3	107.58	105.84
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1993	4	107.23	106.06
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1994	1	105.83	106.13
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1994	2	107.68	106.58
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1994	3	108.56	106.72
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1994	4	109.14	108
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1995	1	106.14	106.56
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1995	2	107.65	106.46
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1995	3	108.11	106.16
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1995	4	107.42	106.42
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1996	1	105.69	106.17
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1996	2	107.33	106.12
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1996	3	108.01	105.93
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1996	4	105.11	104.27
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1997	1	106.09	106.56
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1997	2	106.38	105.18
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1997	3	106.43	104.27
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1997	4	103.78	103.07
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1998	1	102.12	102.52
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1998	2	104.38	103.23
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1998	3	106.3	104.1
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1998	4	104.44	103.73
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1999	1	104.5	104.91
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1999	2	105.96	104.83
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1999	3	107.63	105.41
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	1999	4	107.06	106.25
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2000	1	107.18	107.64
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2000	2	109.33	108.22
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2000	3	111.39	109.1
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2000	4	111.37	110.38
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2001	1	110.7	111.28
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2001	2	113.74	112.63
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2001	3	115.73	113.32
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2001	4	116.27	115.07
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2002	1	115.36	116.15
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2002	2	119.03	117.9
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2002	3	120.55	117.94
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2002	4	122.52	121.16
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2003	1	120.92	121.95
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2003	2	124.39	123.22
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2003	3	129.28	126.36
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2003	4	129.86	128.37
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2004	1	129.12	130.38
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2004	2	133.03	131.77
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2004	3	135.93	132.75
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2004	4	135.5	133.95
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2005	1	133.33	134.74
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2005	2	140.04	138.66
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2005	3	144.13	140.71
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2005	4	141.5	139.94
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2006	1	139.79	141.27
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2006	2	142.92	141.52
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2006	3	146.69	143.16
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2006	4	148.26	146.71
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2007	1	145.78	147.25
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2007	2	149.13	147.66
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2007	3	150.28	146.69
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2007	4	148.71	147.25
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2008	1	145.72	146.97
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2008	2	150.76	149.37
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2008	3	152.9	149.29
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2008	4	149.24	147.86
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2009	1	148.9	149.96
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2009	2	149.75	148.45
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2009	3	155.38	151.74
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2009	4	153.57	152.27
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2010	1	150.05	150.84
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2010	2	157.32	156.15
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2010	3	154.7	151.06
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2010	4	155.1	153.73
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2011	1	154.16	155.01
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2011	2	154.23	153.14
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2011	3	154.87	151.21
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2011	4	152.8	151.25
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2012	1	155.8	156.93
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2012	2	155.32	154.17
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2012	3	160.14	156.28
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2012	4	158.55	156.69
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2013	1	158.44	160.12
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2013	2	162.6	161.23
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2013	3	168.65	164.43
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2013	4	170.57	168.42
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2014	1	164.93	167.14
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2014	2	171.85	170.28
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2014	3	174.99	170.42
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2014	4	173.7	171.37
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2015	1	167.12	169.78
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2015	2	177.28	175.53
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2015	3	181.63	176.8
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2015	4	179.7	177.18
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	2016	1	179.33	182.52
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1991	1	100	100
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1991	2	99.01	97.69
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1991	3	97.79	96.59
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1991	4	98.53	97.49
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1992	1	98.61	98.64
15764	"Cambridge-Newton-Framingham, MA  (MSAD)"	1992	2	97.73	96.41
